,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
190,Schitt's Creek,1970-01-01 00:00:00.000002017,8.5,"97,987",Comedy,22.0,Series,TV-14,80,Mild,,Moderate,Mild,
191,The Matrix Resurrections,1970-01-01 00:00:00.000002021,No Rate,No Votes,"Action, Sci-Fi",140.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
192,The Vampire Diaries,1970-01-01 00:00:00.000002021,7.7,"298,419","Drama, Fantasy, Horror",43.0,Series,TV-14,171,Moderate,Moderate,Mild,Moderate,Moderate
193,Grantchester,1970-01-01 00:00:00.000002021,7.9,"11,403","Crime, Drama, Mystery",45.0,Series,TV-14,39,Mild,Mild,Mild,Severe,Mild
194,Blue Bayou,1970-01-01 00:00:00.000002021,7.1,"1,833",Drama,117.0,Film,R,-,No Rate,Moderate,Moderate,Mild,Moderate
195,The Matrix,1970-01-01 00:00:00.000001999,8.7,"1,767,660","Action, Sci-Fi",136.0,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
196,Manhunt,1970-01-01 00:00:00.000001999,7.5,"6,268","Biography, Crime, Drama",45.0,Series,TV-14,7,,Mild,Severe,Mild,Mild
197,ER,1970-01-01 00:00:00.000001999,7.7,"54,651","Drama, Romance",44.0,Series,TV-14,331,Mild,Moderate,Mild,Mild,Moderate
199,The Wolf of Wall Street,1970-01-01 00:00:00.000002013,8.2,"1,271,608","Biography, Comedy, Crime",180.0,Film,R,-,Severe,Moderate,Severe,Severe,Moderate
200,The Last Kingdom,1970-01-01 00:00:00.000002013,8.4,"98,462","Action, Drama, History",60.0,Series,TV-MA,46,Moderate,Severe,Mild,Mild,Moderate
201,The Shawshank Redemption,1970-01-01 00:00:00.000001994,9.3,"2,474,122",Drama,142.0,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
202,Star Trek: The Next Generation,1970-01-01 00:00:00.000001994,8.6,"109,337","Action, Adventure, Mystery",44.0,Series,TV-PG,176,Mild,Mild,Mild,Mild,Moderate
203,The Walking Dead: World Beyond,1970-01-01 00:00:00.000001994,4.2,"11,306","Drama, Horror, Sci-Fi",60.0,Series,TV-14,20,Mild,Moderate,Mild,Mild,Moderate
204,FBI,1970-01-01 00:00:00.000001994,6.9,"13,075","Action, Crime, Drama",60.0,Series,TV-14,61,,Moderate,Mild,Mild,Moderate
205,Fargo,1970-01-01 00:00:00.000001994,8.9,"347,559","Crime, Drama, Thriller",53.0,Series,TV-MA,41,Mild,Severe,Moderate,Mild,Severe
206,Joker,1970-01-01 00:00:00.000002019,8.4,"1,077,534","Crime, Drama, Thriller",122.0,Film,R,-,Mild,Severe,Moderate,Moderate,Severe
207,Harry Potter and the Sorcerer's Stone,1970-01-01 00:00:00.000002001,7.6,"702,396","Adventure, Family, Fantasy",152.0,Film,PG,-,,Mild,Mild,,Mild
208,Curb Your Enthusiasm,1970-01-01 00:00:00.000002001,8.7,"111,076",Comedy,28.0,Series,TV-MA,110,Moderate,,Severe,Mild,
209,Boruto: Naruto Next Generations,1970-01-01 00:00:00.000002001,7.1,"16,068","Animation, Action, Adventure",23.0,Series,TV-14,221,,Moderate,Mild,Mild,Moderate
210,Zodiac,1970-01-01 00:00:00.000002007,7.7,"499,163","Crime, Drama, Mystery",157.0,Film,R,-,Mild,Moderate,Moderate,Moderate,Severe
211,Supergirl,1970-01-01 00:00:00.000002007,6.2,"117,623","Action, Adventure, Drama",43.0,Series,TV-PG,126,Mild,Mild,Mild,Mild,Mild
212,Snake Eyes: G.I. Joe Origins,1970-01-01 00:00:00.000002021,5.4,"24,928","Action, Adventure, Fantasy",121.0,Film,PG-13,-,,Moderate,Moderate,Mild,Moderate
213,The Addams Family,1970-01-01 00:00:00.000001991,6.9,"143,815","Comedy, Fantasy",99.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
214,Brassic,1970-01-01 00:00:00.000001991,8.3,"6,334","Comedy, Drama",43.0,Series,TV-MA,20,Moderate,Moderate,Severe,Severe,Mild
215,Sons of Anarchy,1970-01-01 00:00:00.000001991,8.5,"275,596","Crime, Drama, Thriller",45.0,Series,TV-MA,92,Moderate,Severe,Moderate,Severe,Severe
216,Midsommar,1970-01-01 00:00:00.000002019,7.1,"256,462","Drama, Horror, Mystery",148.0,Film,R,-,Severe,Severe,Moderate,Severe,Severe
217,Spencer,1970-01-01 00:00:00.000002021,6.7,"1,044","Biography, Drama, Romance",111.0,Film,R,-,Severe,,Severe,Moderate,Severe
219,Dave Chappelle: The Closer,1970-01-01 00:00:00.000002021,8.1,"12,454",Comedy,72.0,Film,TV-MA,-,Moderate,,Severe,Mild,Mild
221,The Wheel of Time,1970-01-01 00:00:00.000002021,No Rate,No Votes,"Action, Adventure, Drama",60.0,Series,,7,No Rate,No Rate,No Rate,No Rate,No Rate
222,Avengers: Endgame,1970-01-01 00:00:00.000002019,8.4,"947,812","Action, Adventure, Drama",181.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
223,Cyrano,1970-01-01 00:00:00.000002021,6.9,86,"Drama, Musical, Romance",124.0,Film,PG-13,-,No Rate,No Rate,No Rate,No Rate,No Rate
224,Blue Bloods,1970-01-01 00:00:00.000002021,7.6,"35,262","Crime, Drama, Mystery",43.0,Series,TV-14,239,,Moderate,Mild,Mild,Mild
226,Wrath of Man,1970-01-01 00:00:00.000002021,7.2,"117,483","Action, Crime, Thriller",119.0,Film,R,-,Mild,Severe,Severe,Mild,Severe
228,Community,1970-01-01 00:00:00.000002022,8.5,"237,389",Comedy,22.0,Series,TV-14,110,Mild,,Mild,Mild,
229,The Duff,1970-01-01 00:00:00.000002015,6.5,"89,023","Comedy, Romance",101.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,
231,Family Guy,1970-01-01 00:00:00.000002015,8.1,"316,718","Animation, Comedy",22.0,Series,(Banned),376,Moderate,Severe,Severe,Moderate,Mild
232,Evil,1970-01-01 00:00:00.000002015,7.7,"18,024","Crime, Drama, Horror",42.0,Series,TV-14,27,Mild,Moderate,Mild,No Rate,Moderate
233,A Nightmare on Elm Street,1970-01-01 00:00:00.000001984,7.5,"218,811",Horror,91.0,Film,R,-,Mild,Severe,Moderate,Mild,Severe
234,Tenet,1970-01-01 00:00:00.000002020,7.4,"427,885","Action, Sci-Fi, Thriller",150.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
235,Survive the Game,1970-01-01 00:00:00.000002021,5.5,"1,935","Action, Thriller",97.0,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
236,New Girl,1970-01-01 00:00:00.000002021,7.7,"205,005",Comedy,22.0,Series,TV-14,146,Moderate,,Mild,Mild,
237,Busanhaeng,1970-01-01 00:00:00.000002016,7.6,"190,528","Action, Horror, Thriller",118.0,Film,Not Rated,-,,Severe,Mild,,Severe
239,Killing Eve,1970-01-01 00:00:00.000002016,8.2,"97,938","Action, Adventure, Drama",42.0,Series,TV-14,32,Mild,Moderate,Mild,Mild,Moderate
240,Dark,1970-01-01 00:00:00.000002016,8.8,"325,113","Crime, Drama, Mystery",60.0,Series,TV-MA,26,Moderate,Moderate,Moderate,Mild,Moderate
242,Pretty Smart,1970-01-01 00:00:00.000002022,5.9,"1,581","Comedy, Drama, Romance",30.0,Series,TV-14,10,Moderate,,Moderate,Mild,
243,Heels,1970-01-01 00:00:00.000002022,8.2,"4,027","Drama, Sport",60.0,Series,TV-MA,8,Moderate,Moderate,Moderate,No Rate,No Rate
244,Stargirl,1970-01-01 00:00:00.000002022,7.2,"14,256","Action, Adventure, Crime",566.0,Series,TV-PG,27,,Moderate,Mild,Mild,
245,This Is Us,1970-01-01 00:00:00.000002022,8.6,"119,228","Comedy, Drama, Romance",45.0,Series,TV-14,89,Mild,,Mild,Mild,Mild
246,Gladiator,1970-01-01 00:00:00.000002000,8.5,"1,403,705","Action, Adventure, Drama",155.0,Film,R,-,Mild,Severe,Mild,,Severe
247,Kota Factory,1970-01-01 00:00:00.000002000,9.2,"61,652","Comedy, Drama",45.0,Series,TV-14,10,,,Mild,Mild,
248,Escape Room: Tournament of Champions,1970-01-01 00:00:00.000002021,5.8,"24,494","Action, Adventure, Horror",88.0,Film,PG-13,-,,Mild,Mild,,Moderate
249,The 100,1970-01-01 00:00:00.000002021,7.6,"231,713","Drama, Mystery, Sci-Fi",43.0,Series,TV-14,100,Mild,Moderate,Mild,Mild,Moderate
250,GoldenEye,1970-01-01 00:00:00.000001995,7.2,"247,470","Action, Adventure, Thriller",130.0,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
251,The Godfather,1970-01-01 00:00:00.000001972,9.2,"1,709,439","Crime, Drama",175.0,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
252,Rocketman,1970-01-01 00:00:00.000002019,7.3,"159,046","Biography, Drama, Music",121.0,Film,R,-,Moderate,Mild,Moderate,Severe,Moderate
254,Good Witch,1970-01-01 00:00:00.000002019,7.3,"9,034","Comedy, Drama, Fantasy",48.0,Series,TV-PG,76,,,,,
256,Buffy the Vampire Slayer,1970-01-01 00:00:00.000002019,8.2,"137,622","Action, Drama, Fantasy",44.0,Series,TV-14,145,Moderate,Moderate,Mild,Mild,Moderate
257,Beetle Juice,1970-01-01 00:00:00.000001988,7.5,"277,189","Comedy, Fantasy",92.0,Film,PG,-,Mild,Moderate,Moderate,Mild,Moderate
258,Magnum P.I.,1970-01-01 00:00:00.000001988,5.9,"10,579","Action, Adventure, Crime",43.0,Series,TV-14,61,,Mild,Mild,Mild,Mild
259,Friendzone,1970-01-01 00:00:00.000002021,5.9,"1,379","Comedy, Romance",88.0,Film,TV-MA,-,Moderate,,Mild,Mild,
260,The Nightmare Before Christmas,1970-01-01 00:00:00.000001993,8.0,"311,747","Animation, Family, Fantasy",76.0,Film,PG,-,,Mild,,,Moderate
261,Interstellar,1970-01-01 00:00:00.000002014,8.6,"1,624,116","Adventure, Drama, Sci-Fi",169.0,Film,PG-13,-,,Mild,Mild,,Moderate
262,The Rocky Horror Picture Show,1970-01-01 00:00:00.000001975,7.4,"139,351","Comedy, Horror, Musical",100.0,Film,R,-,Moderate,Mild,Mild,Mild,Mild
263,Pig,1970-01-01 00:00:00.000002021,6.9,"33,733","Drama, Thriller",92.0,Film,R,-,,Moderate,Moderate,Mild,Moderate
264,The Orville,1970-01-01 00:00:00.000002021,8.0,"64,211","Adventure, Comedy, Drama",44.0,Series,TV-14,37,Mild,Mild,Mild,Mild,Mild
265,Endeavour,1970-01-01 00:00:00.000002021,8.6,"21,802","Crime, Drama, Mystery",89.0,Series,TV-14,33,Mild,Moderate,Mild,Mild,Mild
266,Batoru rowaiaru,1970-01-01 00:00:00.000002000,7.6,"176,302","Action, Adventure, Drama",114.0,Film,Not Rated,-,Mild,Severe,Mild,Mild,Severe
267,Homeland,1970-01-01 00:00:00.000002000,8.3,"326,240","Crime, Drama, Mystery",55.0,Series,TV-MA,96,Severe,Moderate,Moderate,Mild,Moderate
268,Halloween,1970-01-01 00:00:00.000002007,6.1,"113,922",Horror,109.0,Film,R,-,Severe,Severe,Severe,Mild,Severe
269,Knock Knock,1970-01-01 00:00:00.000002015,4.9,"89,175","Drama, Thriller",99.0,Film,R,-,Severe,Moderate,Severe,Mild,Moderate
270,The Dark Knight,1970-01-01 00:00:00.000002008,9.0,"2,428,117","Action, Crime, Drama",152.0,Film,PG-13,-,,Moderate,Mild,Mild,Severe
271,Two and a Half Men,1970-01-01 00:00:00.000002008,7.0,"249,542","Comedy, Romance",22.0,Series,TV-14,262,Moderate,Mild,Moderate,Severe,
272,The Protégé,1970-01-01 00:00:00.000002021,6.1,"13,778","Action, Crime, Thriller",109.0,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
273,I Know What You Did Last Summer,1970-01-01 00:00:00.000002021,5.1,"1,135","Horror, Mystery, Thriller",45.0,Series,TV-14,8,Moderate,Moderate,Severe,Severe,Severe
274,Parks and Recreation,1970-01-01 00:00:00.000002021,8.6,"233,155",Comedy,22.0,Series,TV-14,124,Mild,Mild,Mild,Mild,
275,Star Trek: Lower Decks,1970-01-01 00:00:00.000002021,7.2,"12,261","Animation, Action, Adventure",25.0,Series,TV-MA,30,Mild,Moderate,Mild,Mild,Mild
276,One Piece: Wan pîsu,1970-01-01 00:00:00.000002021,8.8,"86,612","Animation, Action, Adventure",24.0,Series,TV-14,995,Mild,Moderate,Mild,Moderate,Moderate
278,A Quiet Place Part II,1970-01-01 00:00:00.000002020,7.3,"165,973","Drama, Horror, Sci-Fi",97.0,Film,PG-13,-,,Moderate,Mild,,Severe
279,Cobra Kai,1970-01-01 00:00:00.000002020,8.6,"127,699","Action, Comedy, Drama",30.0,Series,TV-14,41,Mild,Moderate,Moderate,Moderate,Mild
280,FBI: Most Wanted,1970-01-01 00:00:00.000002020,6.8,"5,342","Action, Crime, Drama",45.0,Series,TV-14,34,Mild,Moderate,Mild,Moderate,Moderate
281,Don't Breathe 2,1970-01-01 00:00:00.000002021,6.1,"29,241","Action, Drama, Horror",98.0,Film,R,-,,Severe,Moderate,Mild,Severe
282,House of Wax,1970-01-01 00:00:00.000002005,5.4,"119,934","Horror, Thriller",113.0,Film,R,-,Mild,Severe,Moderate,Mild,Severe
283,Wonder Woman 1984,1970-01-01 00:00:00.000002020,5.4,"233,753","Action, Adventure, Fantasy",151.0,Film,PG-13,-,Mild,Mild,Mild,,Mild
284,Zack Snyder's Justice League,1970-01-01 00:00:00.000002021,8.1,"340,603","Action, Adventure, Fantasy",242.0,Film,R,-,,Moderate,Mild,Mild,Moderate
285,A Million Little Things,1970-01-01 00:00:00.000002021,7.9,"10,844","Comedy, Drama, Romance",43.0,Series,TV-14,63,Mild,,Mild,Mild,Mild
286,Reservation Dogs,1970-01-01 00:00:00.000002021,8.2,"5,946","Comedy, Crime",30.0,Series,TV-MA,9,,,Severe,Mild,No Rate
287,Mad Men,1970-01-01 00:00:00.000002021,8.6,"220,406",Drama,47.0,Series,TV-14,92,Moderate,Mild,Mild,Severe,Mild
289,The Goldbergs,1970-01-01 00:00:00.000002021,8.0,"34,243",Comedy,22.0,Series,TV-PG,192,Mild,,Mild,Mild,
290,Nobody,1970-01-01 00:00:00.000002021,7.4,"164,357","Action, Crime, Drama",92.0,Film,R,-,,Severe,Severe,Mild,Severe
291,The Tomorrow War,1970-01-01 00:00:00.000002021,6.6,"170,217","Action, Adventure, Drama",138.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
292,1917,1970-01-01 00:00:00.000002019,8.3,"497,055","Action, Drama, War",119.0,Film,R,-,,Severe,Moderate,Mild,Severe
294,Sweet Home,1970-01-01 00:00:00.000002019,7.4,"14,574","Drama, Fantasy, Horror",52.0,Series,TV-MA,10,,Severe,Moderate,Moderate,Severe
296,Station 19,1970-01-01 00:00:00.000002022,6.7,"11,053","Action, Drama, Romance",60.0,Series,TV-14,63,Mild,Moderate,Mild,Mild,Moderate
297,Law & Order,1970-01-01 00:00:00.000002022,7.7,"33,951","Crime, Drama, Mystery",45.0,Series,TV-14,457,Mild,Moderate,Mild,Moderate,Moderate
298,The Hunger Games,1970-01-01 00:00:00.000002012,7.2,"874,403","Action, Adventure, Sci-Fi",142.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
299,Jennifer's Body,1970-01-01 00:00:00.000002009,5.3,"125,403","Comedy, Horror",102.0,Film,R,-,Mild,Severe,Severe,Mild,Severe
300,Prison Break,1970-01-01 00:00:00.000002009,8.3,"499,859","Action, Crime, Drama",44.0,Series,TV-14,90,Mild,Moderate,Mild,Mild,Moderate
302,Outer Banks,1970-01-01 00:00:00.000002021,7.6,"36,571","Action, Crime, Drama",50.0,Series,TV-MA,20,Mild,Mild,Moderate,Moderate,Moderate
303,Braqueurs,1970-01-01 00:00:00.000002021,7.0,"1,440","Action, Crime, Drama",44.0,Series,TV-MA,6,Mild,Severe,Severe,Severe,Mild
304,The Power of the Dog,1970-01-01 00:00:00.000002021,6.6,"2,853","Drama, Romance, Western",126.0,Film,R,-,Moderate,Mild,Mild,Moderate,Mild
305,Halloween II,1970-01-01 00:00:00.000001981,6.5,"81,417",Horror,92.0,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
306,Sherlock,1970-01-01 00:00:00.000001981,9.1,"853,642","Crime, Drama, Mystery",88.0,Series,TV-14,15,Mild,Moderate,Mild,Moderate,Moderate
307,Trick 'r Treat,1970-01-01 00:00:00.000002007,6.8,"86,032","Comedy, Horror",82.0,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
308,Prisoners,1970-01-01 00:00:00.000002013,8.1,"641,220","Crime, Drama, Mystery",153.0,Film,R,-,,Severe,Severe,Mild,Severe
309,Hereditary,1970-01-01 00:00:00.000002018,7.3,"270,994","Drama, Horror, Mystery",127.0,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
310,Black as Night,1970-01-01 00:00:00.000002021,3.9,"1,087","Drama, Horror, Thriller",87.0,Film,Not Rated,-,,Mild,Moderate,Moderate,Moderate
311,The Good Girl,1970-01-01 00:00:00.000002002,6.4,"44,437","Drama, Romance",93.0,Film,R,-,Moderate,Moderate,Moderate,Moderate,Mild
312,Teen Wolf,1970-01-01 00:00:00.000002002,7.6,"136,164","Action, Drama, Fantasy",41.0,Series,TV-14,100,Mild,Moderate,Mild,Mild,Moderate
314,It,1970-01-01 00:00:00.000002017,7.3,"491,621",Horror,135.0,Film,R,-,Mild,Severe,Severe,Mild,Severe
315,The Father,1970-01-01 00:00:00.000002020,8.3,"101,279",Drama,97.0,Film,PG-13,-,,Mild,Mild,Mild,Moderate
316,Die Another Day,1970-01-01 00:00:00.000002002,6.1,"212,253","Action, Adventure, Thriller",133.0,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
317,Call the Midwife,1970-01-01 00:00:00.000002002,8.5,"22,472","Drama, History",60.0,Series,TV-PG,89,,Mild,,Mild,Mild
318,Inception,1970-01-01 00:00:00.000002010,8.8,"2,178,860","Action, Adventure, Sci-Fi",148.0,Film,PG-13,-,,Moderate,Mild,Mild,Moderate
319,Doctor Sleep,1970-01-01 00:00:00.000002019,7.3,"167,153","Drama, Fantasy, Horror",152.0,Film,R,-,Mild,Severe,Moderate,Moderate,Severe
320,Pulp Fiction,1970-01-01 00:00:00.000001994,8.9,"1,915,230","Crime, Drama",154.0,Film,R,-,Moderate,Severe,Severe,Severe,Moderate
321,Ask 101,1970-01-01 00:00:00.000001994,7.5,"12,077","Comedy, Drama, Romance",40.0,Series,TV-14,16,Mild,Mild,Severe,Moderate,Mild
322,The Departed,1970-01-01 00:00:00.000002006,8.5,"1,244,747","Crime, Drama, Thriller",151.0,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
323,Spider-Man,1970-01-01 00:00:00.000002002,7.3,"728,050","Action, Adventure, Sci-Fi",121.0,Film,PG-13,-,Mild,Moderate,Mild,,Moderate
324,Euphoria,1970-01-01 00:00:00.000002002,8.4,"79,994",Drama,55.0,Series,TV-MA,15,Severe,Moderate,Severe,Severe,Severe
325,The Umbrella Academy,1970-01-01 00:00:00.000002002,8.0,"182,838","Action, Adventure, Comedy",60.0,Series,TV-14,30,Mild,Moderate,Mild,Moderate,Mild
326,Once Upon a Time,1970-01-01 00:00:00.000002002,7.7,"214,885","Adventure, Fantasy, Romance",60.0,Series,TV-PG,156,Mild,Mild,Mild,Mild,Mild
327,Reminiscence,1970-01-01 00:00:00.000002021,5.9,"36,510","Mystery, Romance, Sci-Fi",116.0,Film,PG-13,-,Mild,Moderate,Mild,Moderate,Moderate
328,Hollington Drive,1970-01-01 00:00:00.000002021,4.6,254,Thriller,60.0,Series,,4,No Rate,No Rate,No Rate,No Rate,No Rate
329,Heartland,1970-01-01 00:00:00.000002021,8.4,"13,006","Drama, Family",45.0,Series,TV-PG,225,,Mild,Mild,Mild,
330,Boku no hîrô akademia,1970-01-01 00:00:00.000002021,8.4,"48,172","Animation, Action, Adventure",24.0,Series,TV-14,117,Mild,Moderate,Mild,,Mild
332,Scary Movie,1970-01-01 00:00:00.000002000,6.2,"243,587",Comedy,88.0,Film,R,-,Severe,Severe,Severe,Moderate,Moderate
333,South Park,1970-01-01 00:00:00.000002000,8.7,"345,100","Animation, Comedy",22.0,Series,TV-MA,311,Severe,Severe,Severe,Severe,Moderate
335,Mortal Kombat,1970-01-01 00:00:00.000002021,6.1,"145,124","Action, Adventure, Fantasy",110.0,Film,R,-,,Severe,Severe,Mild,Severe
336,Ghostbusters,1970-01-01 00:00:00.000001984,7.8,"374,701","Action, Comedy, Fantasy",105.0,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
337,Locke & Key,1970-01-01 00:00:00.000001984,7.4,"51,137","Drama, Fantasy, Horror",48.0,Series,TV-14,24,Mild,Moderate,Mild,Mild,Mild
338,The Sinner,1970-01-01 00:00:00.000001984,7.9,"99,632","Crime, Drama, Mystery",45.0,Series,TV-MA,29,Moderate,Moderate,Moderate,Moderate,Severe
339,Fight Club,1970-01-01 00:00:00.000001999,8.8,"1,948,261",Drama,139.0,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
340,Rakka,1970-01-01 00:00:00.000002017,7.4,"7,037","Short, Horror, Sci-Fi",22.0,Film,Not Rated,-,No Rate,Severe,Moderate,Mild,No Rate
341,The Lord of the Rings: The Fellowship of the Ring,1970-01-01 00:00:00.000002001,8.8,"1,736,338","Action, Adventure, Drama",178.0,Film,PG-13,-,,Moderate,,Mild,Moderate
342,Help,1970-01-01 00:00:00.000002021,8.0,"4,320",Drama,98.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
343,Mean Girls,1970-01-01 00:00:00.000002004,7.0,"356,752",Comedy,97.0,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
344,Daredevil,1970-01-01 00:00:00.000002004,8.6,"382,011","Action, Crime, Drama",54.0,Series,TV-MA,39,Mild,Severe,Moderate,Mild,Severe
345,The Shining,1970-01-01 00:00:00.000001980,8.4,"946,683","Drama, Horror",146.0,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
346,Star Trek: Deep Space Nine,1970-01-01 00:00:00.000001980,8.0,"57,362","Action, Adventure, Drama",45.0,Series,TV-PG,173,Mild,Moderate,Mild,Mild,Moderate
347,Dr. No,1970-01-01 00:00:00.000001962,7.2,"157,817","Action, Adventure, Thriller",110.0,Film,PG,-,Mild,Mild,Mild,Mild,Mild
348,Hawaii Five-0,1970-01-01 00:00:00.000001962,7.3,"69,783","Action, Crime, Drama",42.0,Series,TV-14,240,Mild,Moderate,,Mild,Moderate
349,Arrow,1970-01-01 00:00:00.000001962,7.5,"418,232","Action, Adventure, Crime",42.0,Series,TV-14,170,Mild,Moderate,Mild,Moderate,Moderate
350,Léon,1970-01-01 00:00:00.000001994,8.5,"1,085,586","Action, Crime, Drama",110.0,Film,R,-,Mild,Severe,Moderate,Moderate,Moderate
351,The Manor,1970-01-01 00:00:00.000002021,5.3,"1,677",Horror,81.0,Film,Not Rated,-,,,Mild,,Mild
352,Bosch,1970-01-01 00:00:00.000002021,8.4,"58,565","Crime, Drama",51.0,Series,TV-MA,68,Moderate,Moderate,Moderate,Moderate,Moderate
353,South of Heaven,1970-01-01 00:00:00.000002021,5.7,376,"Action, Crime, Drama",120.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
355,Don't Look Up,1970-01-01 00:00:00.000002021,No Rate,No Votes,"Comedy, Drama, Sci-Fi",145.0,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
356,Legends of Tomorrow,1970-01-01 00:00:00.000002021,6.8,"97,989","Action, Adventure, Drama",42.0,Series,TV-14,104,Mild,Moderate,Mild,Mild,Mild
357,Bingo Hell,1970-01-01 00:00:00.000002021,4.3,"1,139","Comedy, Fantasy, Horror",85.0,Film,Not Rated,-,,Moderate,Moderate,Mild,Mild
358,Django Unchained,1970-01-01 00:00:00.000002012,8.4,"1,432,853","Drama, Western",165.0,Film,R,-,Moderate,Severe,Severe,Mild,Severe
359,Zhang jin hu,1970-01-01 00:00:00.000002021,5.2,646,"Action, Drama, War",176.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
360,Friday the 13th,1970-01-01 00:00:00.000001980,6.4,"129,391","Horror, Mystery, Thriller",95.0,Film,R,-,Moderate,Severe,Mild,Mild,Severe
361,Gone Girl,1970-01-01 00:00:00.000002014,8.1,"912,613","Drama, Mystery, Thriller",149.0,Film,R,-,Severe,Severe,Severe,Mild,Severe
362,Bob's Burgers,1970-01-01 00:00:00.000002014,8.1,"71,250","Animation, Comedy",22.0,Series,TV-PG,222,Mild,Mild,Mild,Mild,
363,Truth Be Told,1970-01-01 00:00:00.000002014,7.1,"9,465","Crime, Drama, Mystery",45.0,Series,TV-MA,18,Mild,No Rate,Moderate,No Rate,No Rate
364,Virgin River,1970-01-01 00:00:00.000002014,7.4,"30,823","Drama, Romance",44.0,Series,TV-14,32,Mild,Mild,Mild,Mild,Mild
365,"If I Can't Have Love, I Want Power",1970-01-01 00:00:00.000002021,7.0,"1,061","Drama, Fantasy, Horror",53.0,Film,R,-,Severe,Moderate,Mild,Mild,Mild
366,SEAL Team,1970-01-01 00:00:00.000002021,7.6,"19,476","Action, Drama, War",43.0,Series,TV-14,94,,Moderate,Moderate,Mild,Moderate
367,Poltergeist,1970-01-01 00:00:00.000001982,7.3,"152,037","Horror, Thriller",114.0,Film,PG,-,Mild,Moderate,Mild,Moderate,Severe
368,The Silence of the Lambs,1970-01-01 00:00:00.000001991,8.6,"1,336,681","Crime, Drama, Thriller",118.0,Film,R,-,Moderate,Severe,Moderate,,Severe
369,Love & Other Drugs,1970-01-01 00:00:00.000002010,6.7,"190,511","Comedy, Drama, Romance",112.0,Film,R,-,Severe,Mild,Severe,Moderate,Mild
370,Saturday Night Live,1970-01-01 00:00:00.000002010,8.0,"45,651","Comedy, Music",90.0,Series,TV-14,915,Moderate,Mild,Moderate,Moderate,
371,Star Trek: Discovery,1970-01-01 00:00:00.000002010,7.2,"103,517","Action, Adventure, Drama",60.0,Series,TV-14,53,Mild,Moderate,Moderate,,Moderate
372,Red Rocket,1970-01-01 00:00:00.000002021,7.4,512,"Comedy, Drama",128.0,Film,R,-,Severe,No Rate,No Rate,No Rate,Mild
373,Scrubs,1970-01-01 00:00:00.000002021,8.3,"244,809","Comedy, Drama",22.0,Series,TV-14,182,Mild,Mild,Mild,Mild,Mild
374,Hush,1970-01-01 00:00:00.000002016,6.6,"117,663","Horror, Thriller",82.0,Film,R,-,,Severe,Moderate,,Severe
375,Line of Duty,1970-01-01 00:00:00.000002016,8.7,"49,699","Crime, Drama, Mystery",60.0,Series,TV-14,36,Mild,Severe,Mild,Mild,Moderate
